,>= +0.00%,<= -0.00%,>= +0.05%,<= -0.05%,>= +0.10%,<= -0.10%,>= +0.15%,<= -0.15%,>= +0.20%,<= -0.20%,>= +0.25%,<= -0.25%,>= +0.30%,<= -0.30%,>= +0.35%,<= -0.35%,>= +0.40%,<= -0.40%,>= +0.45%,<= -0.45%,>= +0.50%,<= -0.50%,>= +0.55%,<= -0.55%,>= +0.60%,<= -0.60%,>= +0.65%,<= -0.65%,>= +0.70%,<= -0.70%,>= +0.75%,<= -0.75%,>= +0.80%,<= -0.80%,>= +0.85%,<= -0.85%,>= +0.90%,<= -0.90%,>= +0.95%,<= -0.95%,>= +1.00%,<= -1.00%,>= +1.05%,<= -1.05%,>= +1.10%,<= -1.10%,>= +1.15%,<= -1.15%,>= +1.20%,<= -1.20%,>= +1.25%,<= -1.25%,>= +1.30%,<= -1.30%,>= +1.35%,<= -1.35%,>= +1.40%,<= -1.40%,>= +1.45%,<= -1.45%,>= +1.50%,<= -1.50%,>= +1.55%,<= -1.55%,>= +1.60%,<= -1.60%,>= +1.65%,<= -1.65%,>= +1.75%,<= -1.75%,>= +1.80%,<= -1.80%,>= +1.85%,<= -1.85%,>= +1.90%,<= -1.90%,>= +1.95%,<= -1.95%,>= +2.00%,<= -2.00%
1m TTC,51.83,48.22,32.68,30.17,17.62,16.17,9.04,9.36,4.46,5.42,2.62,2.94,1.27,1.76,0.73,0.94,0.48,0.66,0.32,0.46,0.24,0.32,0.17,0.26,0.14,0.14,0.08,0.14,0.04,0.1,0.04,0.1,0.03,0.05,0.01,0.05,0.01,0.05,0.01,0.04,0.01,0.04,0.01,0.04,0.01,0.03,0.01,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2m TTC,53.23,46.78,38.18,32.84,24.84,21.93,15.05,14.51,9.38,9.54,5.71,6.29,3.47,4.36,2.44,2.91,1.57,2.01,1.15,1.58,0.86,1.26,0.62,0.92,0.47,0.72,0.37,0.51,0.29,0.37,0.24,0.3,0.23,0.26,0.16,0.2,0.14,0.14,0.12,0.11,0.1,0.07,0.06,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3m TTC,53.24,46.77,40.72,34.57,28.88,24.97,19.93,18.29,13.3,13.05,8.81,9.21,5.71,6.81,3.78,4.9,2.57,3.4,1.78,2.55,1.26,2.07,0.96,1.81,0.74,1.36,0.63,1.08,0.54,0.81,0.46,0.62,0.36,0.49,0.29,0.4,0.25,0.35,0.18,0.27,0.16,0.25,0.13,0.19,0.08,0.18,0.08,0.13,0.05,0.13,0.05,0.1,0.03,0.09,0.02,0.08,0.02,0.07,0.02,0.06,0.01,0.06,0.01,0.06,0.01,0.06,0.01,0.04,0.01,0.03,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02
4m TTC,54.04,45.99,43.01,36.21,32.76,27.53,23.17,20.63,16.27,15.34,11.11,11.91,7.85,9.05,5.59,6.72,3.87,5.05,2.7,3.91,1.96,3.06,1.47,2.42,1.21,1.92,0.91,1.52,0.79,1.21,0.58,0.98,0.53,0.81,0.44,0.61,0.35,0.51,0.29,0.46,0.21,0.36,0.16,0.31,0.15,0.27,0.14,0.27,0.13,0.25,0.12,0.21,0.11,0.17,0.11,0.16,0.09,0.15,0.08,0.14,0.06,0.12,0.06,0.12,0.06,0.08,0.05,0.08,0.03,0.03,0.03,0.02,0.03,0.02,0.0,0.02,0.0,0.01,0.0,0.01
5m TTC,54.0,46.03,44.02,37.0,34.37,28.78,25.64,21.58,18.27,17.39,13.4,13.65,9.76,10.54,7.05,8.08,4.93,6.26,3.64,4.97,2.59,3.97,2.01,3.26,1.56,2.56,1.25,2.06,1.03,1.66,0.93,1.36,0.76,1.06,0.63,0.81,0.44,0.62,0.36,0.45,0.33,0.36,0.31,0.3,0.25,0.26,0.22,0.26,0.21,0.23,0.18,0.22,0.14,0.21,0.1,0.15,0.1,0.13,0.1,0.11,0.09,0.11,0.08,0.08,0.08,0.06,0.08,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.02
6m TTC,54.27,45.74,44.95,36.98,35.8,29.57,27.76,23.52,20.53,18.73,14.67,14.93,10.9,11.96,8.19,9.57,6.22,7.54,4.66,6.08,3.56,4.74,2.77,3.71,2.12,3.05,1.77,2.48,1.5,2.06,1.25,1.65,1.08,1.32,0.78,0.99,0.62,0.83,0.57,0.64,0.45,0.51,0.42,0.45,0.41,0.33,0.35,0.27,0.3,0.23,0.24,0.2,0.22,0.18,0.21,0.16,0.15,0.14,0.14,0.13,0.13,0.11,0.13,0.1,0.11,0.1,0.08,0.08,0.07,0.06,0.05,0.06,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.03
7m TTC,54.9,45.11,45.81,36.7,37.12,29.72,29.47,24.0,22.49,19.78,17.17,15.91,13.07,12.76,9.73,10.32,7.34,8.42,5.76,6.64,4.4,5.57,3.25,4.53,2.52,3.7,2.09,3.0,1.71,2.39,1.39,2.07,1.1,1.76,1.0,1.35,0.9,1.15,0.79,1.01,0.62,0.82,0.53,0.64,0.43,0.55,0.34,0.48,0.3,0.39,0.26,0.33,0.26,0.31,0.23,0.29,0.17,0.25,0.15,0.19,0.11,0.16,0.08,0.15,0.07,0.15,0.07,0.15,0.07,0.13,0.07,0.1,0.07,0.1,0.07,0.08,0.06,0.04,0.06,0.04
8m TTC,53.8,46.2,46.17,38.06,38.66,30.93,31.21,25.5,24.42,20.68,18.96,16.88,14.67,13.67,11.12,11.11,8.45,9.14,6.54,7.71,5.1,6.24,4.04,5.07,3.15,4.16,2.48,3.36,2.0,2.85,1.74,2.34,1.39,2.13,1.21,1.88,1.06,1.51,0.9,1.23,0.7,0.91,0.66,0.82,0.61,0.66,0.48,0.56,0.45,0.49,0.35,0.41,0.27,0.36,0.19,0.3,0.17,0.28,0.17,0.22,0.16,0.21,0.13,0.17,0.12,0.14,0.11,0.12,0.09,0.1,0.07,0.1,0.07,0.09,0.06,0.09,0.06,0.09,0.06,0.08
9m TTC,53.92,46.08,46.23,38.45,38.78,32.01,32.36,26.13,26.19,21.34,20.13,17.57,15.71,14.47,12.45,11.78,9.6,9.86,7.68,8.26,5.89,6.93,4.56,5.57,3.49,4.72,2.91,3.91,2.27,3.21,1.85,2.76,1.58,2.22,1.29,1.78,1.04,1.55,0.83,1.37,0.73,1.18,0.61,1.04,0.53,0.88,0.47,0.75,0.34,0.64,0.31,0.59,0.29,0.54,0.28,0.49,0.26,0.39,0.23,0.37,0.18,0.33,0.18,0.3,0.18,0.27,0.16,0.26,0.12,0.23,0.1,0.21,0.08,0.19,0.07,0.18,0.06,0.17,0.06,0.14
10m TTC,54.03,45.97,46.52,39.11,39.41,32.54,32.64,27.16,26.95,22.35,21.63,18.65,16.95,15.65,13.49,13.22,10.75,10.91,8.46,9.19,6.89,7.69,5.22,6.57,4.02,5.29,3.18,4.4,2.56,3.63,2.03,3.02,1.73,2.62,1.46,2.27,1.21,1.99,0.98,1.75,0.91,1.5,0.76,1.28,0.69,1.13,0.63,0.97,0.55,0.88,0.49,0.7,0.44,0.63,0.41,0.56,0.32,0.5,0.25,0.46,0.23,0.4,0.21,0.34,0.19,0.34,0.18,0.3,0.12,0.27,0.09,0.23,0.08,0.22,0.07,0.17,0.05,0.14,0.05,0.13
11m TTC,54.58,45.44,47.12,38.84,40.26,33.04,33.82,27.77,27.6,23.26,22.23,19.17,17.9,16.19,14.71,13.38,11.56,11.38,9.19,9.39,7.42,7.98,5.96,6.69,4.57,5.83,3.58,4.91,2.86,4.3,2.22,3.62,1.83,3.1,1.59,2.63,1.34,2.3,1.15,2.06,0.94,1.83,0.75,1.59,0.67,1.38,0.65,1.07,0.54,0.99,0.44,0.92,0.37,0.79,0.36,0.75,0.3,0.65,0.26,0.54,0.25,0.46,0.23,0.4,0.23,0.32,0.19,0.31,0.14,0.3,0.13,0.29,0.1,0.28,0.08,0.24,0.08,0.24,0.07,0.23
